@totoal_sample_num= 9568
@variable_num_x= 4
@variable_num_y= 1
480.48 8.34 40.77 1010.84 90.01 
445.75 23.64 58.49 1011.4 74.2 
438.76 29.74 56.9 1007.15 41.91 
453.09 19.07 49.69 1007.22 76.79 
464.43 11.8 40.66 1017.13 97.2 
470.96 13.97 39.16 1016.05 84.6 
442.35 22.1 71.29 1008.2 75.38 
464 14.47 41.76 1021.98 78.41 
428.77 31.25 69.51 1010.25 36.83 
484.31 6.77 38.18 1017.8 81.13 
435.29 28.28 68.67 1006.36 69.9 
451.41 22.99 46.93 1014.15 49.42 
426.25 29.3 70.04 1010.95 61.23 
480.66 8.14 37.49 1009.04 80.33 
460.17 16.92 44.6 1017.34 58.75 
453.13 22.72 64.15 1021.14 60.34 
461.71 18.14 43.56 1012.83 47.1 
471.08 11.49 44.63 1020.44 86.04 
473.74 9.94 40.46 1018.9 68.51 
448.56 23.54 41.1 1002.05 38.05 
464.82 14.9 52.05 1015.11 77.33 
427.28 33.8 64.96 1004.88 49.37 
441.76 25.37 68.31 1011.12 70.99 
474.71 7.29 41.04 1024.06 89.19 
467.21 13.55 40.71 1019.13 75.44 
487.69 6.39 35.57 1025.53 77.23 
438.67 26.64 62.44 1011.81 72.46 
485.66 7.84 41.39 1018.21 91.92 
452.16 21.82 58.66 1011.71 64.37 
429.87 27.17 67.45 1015.67 49.03 
468.82 13.42 41.23 994.17 95.79 
442.85 20.77 56.85 1012.4 83.63 
483.26 8.29 36.08 1020.38 81.53 
433.59 30.98 67.45 1015.18 45.4 
433.04 31.96 71.29 1008.39 47.51 
458.6 15.83 52.75 1024.3 58.34 
435.14 22.56 70.79 1005.85 93.09 
443.2 25.91 75.6 1018.23 62.65 
477.9 8.24 39.61 1017.99 78.42 
445.26 24.66 60.29 1018.0 59.56 
435.57 29.31 68.67 1006.18 63.38 
447.42 21.48 66.91 1008.58 84.49 
462.28 18.28 44.71 1016.99 33.71 
441.81 26.96 65.34 1015.05 46.93 
454.16 16.01 65.46 1014.0 87.68 
437.24 27.37 63.73 1009.79 65.25 
464.11 16.3 39.63 1004.64 85.61 
440.89 23.8 48.6 1002.43 67.32 
485.2 8.19 41.66 1016.57 75.38 
445.34 25.28 67.69 1009.05 68.54 
440 21.47 70.32 1011.72 88.36 
431.35 30.54 67.45 1014.37 32.97 
456.32 18.3 44.06 1017.95 63.24 
432.98 25.82 72.39 1003.4 86.33 
429.41 31.12 69.13 1009.61 56.54 
464.95 15.99 39.63 1006.09 89.92 
481.91 8.42 42.28 1008.4 87.78 
437.15 23.7 69.23 1011.73 73.18 
462.6 15.71 40.12 1012.81 97.46 
432.43 29.11 74.9 1003.31 74.01 
442.22 23.73 61.02 1009.71 78.7 
441.03 28.26 65.34 1014.56 43.4 
468.91 15.92 41.2 1016.04 73.37 
432.46 33.4 70.8 1009.17 57.01 
430.07 31.92 68.3 1015.58 41.55 
437.78 26.87 74.99 1002.48 71.91 
483.12 5.23 40.78 1025.13 92.74 
462.19 15.72 41.76 1023.07 66.95 
457.71 17.74 50.88 1015.56 89.78 
438.32 27.13 59.54 1004.33 73.27 
434.35 25.82 66.49 1013.2 60.32 
427.05 34.2 68.14 1002.7 56.09 
448.69 19.13 68.61 1010.65 94.92 
475.88 11.77 41.06 1021.45 76.63 
479.28 10.25 41.46 1018.67 84.41 
446.85 23.82 48.92 1010.48 44.45 
434.99 30.1 66.25 1009.38 65.41 
441.5 29.92 69.75 1009.12 67.15 
433.26 29.63 66.75 1018.08 58.46 
430.46 30.61 77.17 1009.49 73.19 
455.14 16.18 50.88 1014.06 100.09 
431.26 31.66 73.91 1004.49 68.13 
437.76 29.14 61.5 1009.64 39.95 
464.63 18.4 43.96 1012.4 77.81 
462.58 15.86 38.62 1016.65 67.51 
483.27 6.31 42.07 1004.61 77.74 
438.51 23.4 72.99 1009.48 88.82 
431.03 33.62 77.17 1009.38 63.71 
484 6.89 43.65 1019.87 72.77 
431.64 27.41 69.98 1008.51 65.49 
451.78 26.37 54.5 1014.48 66.31 
439.46 26.58 59.39 1014.49 65.87 
467.23 15.25 43.02 1012.04 41.43 
459.81 21.24 41.67 1012.6 49.27 
447.15 24.98 58.05 1011.69 69.97 
442 26.63 64.44 1012.66 61.19 
449.61 18.87 52.08 1005.25 99.19 
481.28 5.12 40.78 1025.45 96.88 
437.54 31.1 71.32 1008.09 45.87 
475.52 7.91 39.96 1023.57 88.44 
458.68 14.97 58.2 1019.52 81.13 
436.76 28.92 61.02 1011.19 56.13 
446.08 22.92 61.9 1013.27 78.32 
474.35 12.55 38.91 1012.58 75.44 
481.96 9.38 41.44 1015.09 86.8 
479.66 10.28 41.46 1018.44 85.23 
435.28 30.31 77.24 1008.02 67.84 
434.86 25.34 71.06 1007.74 92.52 
435.72 30.47 70.02 1009.65 62.03 
454.14 20.18 56.53 1020.3 77.1 
455.76 21.31 46.97 1014.08 62.57 
442.83 22.1 74.87 1009.4 85.78 
449.47 20.09 63.94 1020.82 74.16 
445.76 22.36 58.79 1016.69 73.6 
473.57 9.43 37.14 1013.03 74.99 
435.75 28.86 49.3 1003.93 52.85 
437.96 23.25 70.32 1009.28 86.52 
438.59 22.7 60.84 1019.15 71.48 
444.21 21.3 59.39 1013.83 84.53 
459.47 19.94 44.9 1008.52 74.69 
465.54 14.97 43.67 1011.13 87.33 
458.85 13.83 40.78 1024.85 73.08 
435.68 23.39 71.25 1005.22 93.7 
449.2 21.48 47.43 1006.88 63.54 
445.43 22.63 58.41 1013.69 90.32 
453.96 20.01 45.09 1014.21 38.19 
463.93 20.52 43.79 1015.9 68.1 
465.82 13.58 49.83 1008.9 86.8 
471.6 14.38 44.84 1024.59 81.68 
427.72 28.53 69.84 1004.46 68.03 
468.54 13.89 35.71 1016.4 65.49 
434.08 25.93 69.34 1008.91 79.43 
454.57 17.84 61.27 1020.1 70.68 
489.79 6.28 41.06 1020.96 90.91 
481.78 8.16 39.64 1011.21 85.56 
443.57 18.61 67.71 1004.07 84.49 
457.9 16.23 43.72 1009.96 83.01 
472.16 8.66 41.01 1022.51 98.55 
451.19 19.53 66.54 1013.72 81.46 
470.33 10.17 40.46 1018.54 68.21 
486.68 6.48 40.27 1010.55 82.12 
472.68 12.69 40.75 1016.05 82.92 
445.72 23.77 61.87 1009.8 54.83 
466.58 14.43 43.5 1021.86 83.14 
436.99 28.25 57.19 1007.99 67.9 
470.87 12.26 39.96 1011.79 79.06 
457.77 14.55 42.74 1027.29 66.64 
448.15 24.57 51.95 1005.8 70.07 
476.03 10.25 41.26 1007.44 98.08 
442.87 21.96 51.43 1007.28 89.96 
477.93 9.82 39.64 1010.79 69.22 
459.06 18.58 44.6 1016.61 48.15 
456.18 20.57 44.9 1008.39 62.69 
473.62 8.61 41.04 1024.81 95.6 
473.64 9.99 43.52 1022.95 99.67 
463.64 13.97 52.05 1012.05 85.36 
462.44 16.76 43.67 1011.27 70.55 
454.39 25.58 47.01 1014.5 63.53 
452.06 17.34 46.48 1007.18 83.15 
453.31 19.13 66.86 1012.95 71.24 
466.93 12.75 40.64 1020.44 83.17 
436.37 29.46 49.3 1003.88 54.1 
458.87 15.59 52.75 1024.3 59.93 
470.67 14.2 43.02 1012.18 57.07 
475.54 14.05 40.35 1011.52 66.21 
432.72 32.35 77.95 1014.76 60.88 
441.41 21.41 56.9 1007.03 79.41 
472.9 10.61 37.5 1008.8 100.13 
457.83 19.13 40.79 1004.47 91.7 
462.05 17.28 44.06 1018.15 66.93 
445.3 24.79 50.78 1008.78 61.88 
435.94 28.66 50.05 1006.08 47.74 
472.71 12.91 41.16 1011.9 89.19 
464.5 17.32 43.7 1015.13 61.66 
449.77 18.74 59.21 1018.3 91.55 
435.04 26.69 70.36 1006.82 68.29 
472.47 12.28 40.55 1005.72 98.56 
459.31 14.46 44.78 1007.64 67.03 
434.62 30.54 70.17 999.42 64.32 
435.34 27.58 66.48 1004.82 51.23 
430.64 32.17 73.21 1001.43 69.86 
447.16 26.23 59.87 1012.93 66.62 
471.72 11.69 35.76 1019.02 55.6 
470.41 14.73 39.82 1012.67 80.82 
468.37 12.36 48.04 1012.8 93.59 
483.59 9.52 40.96 1023.48 86.49 
432.74 27.32 73.42 1012.07 86.3 
438.11 23.81 73.17 1012.13 86.13 
484.75 7.92 42.28 1008.55 81.68 
445.01 23.58 58.82 1009.68 81.38 
445.82 20.78 60.84 1018.66 80.4 
452.47 19.68 68.28 1002.62 71.57 
459.76 14.12 40.92 1022.46 73.28 
445.3 22.97 62.4 1010.25 75.18 
486.9 6.89 39.37 1020.21 74.17 
454.89 19.98 56.53 1020.22 73.53 
441.19 21.71 60.27 1015.74 89.76 
440.5 23.02 59.21 1011.74 83.18 
435.04 27.71 69.51 1009.65 58.38 
472.16 10.46 37.5 1013.12 76.74 
